,title,studios,type,genres,ratio_rank,completed_count,start_date,anime_id
2955,Koukaku Kidoutai: Stand Alone Complex,Production I.G,TV,Action|Sci-Fi|Mecha|Military|Police|Seinen,455.0,183975,2002,467
2956,Madan no Ou to Vanadis,Satelight,TV,Adventure|Fantasy|Romance|Ecchi|Harem,944.0,212179,2014,24455
2957,Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,Production I.G,TV,Comedy|Drama|Sports|School|Shounen,18.0,870238,2016,32935
2958,Haikyuu!!,Production I.G,TV,Comedy|Drama|Sports|School|Shounen,24.0,1262376,2014,20583
2959,Brothers Conflict,Brain's Base,TV,Romance|Shoujo,3083.0,118617,2013,15605
2960,Twin Angel Break,J.C.Staff,TV,Drama,7310.0,3424,2017,33532
2961,Dororon Enma-kun Meeramera,Brain's Base,TV,Action|Comedy|Supernatural|Ecchi|Demons|Parody|Super Power,5417.0,6158,2011,9493
2962,Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,Manglobe,TV,Action|Supernatural|Super Power|Shounen,1072.0,72814,2013,16005
2963,ARP Backstage Pass,Dynamo Pictures,TV,Music,8669.0,1619,2020,40137
2964,Namu Amida Butsu!: Rendai Utena,Asahi Production,TV,Fantasy,7282.0,3232,2019,38150
2965,Z/X: Code Reunion,Passione,TV,Fantasy|Sci-Fi|School|Shounen,7739.0,3244,2019,37268
2966,Mahou Shoujo Tokushusen Asuka,LIDENFILMS,TV,Action|Drama|Military|Seinen,3989.0,27813,2019,37979
2967,Sekai de Ichiban Tsuyoku Naritai!,Arms,TV,Action|Sports|Ecchi,5549.0,18422,2013,11763
2968,Yuru Yuri,Doga Kobo,TV,Comedy|Girls Love|Slice of Life|School,730.0,172397,2011,10495
2969,Tokyo Ghoul:re,Studio Pierrot|Pierrot Plus,TV,Action|Drama|Horror|Mystery|Supernatural|Psychological|Seinen,1103.0,717964,2018,36511
2970,Osomatsu-san 2nd Season,Studio Pierrot,TV,Comedy|Parody,2076.0,22738,2017,35067
2971,s.CRY.ed,Sunrise,TV,Action|Adventure|Drama|Sci-Fi|Super Power,1840.0,46383,2001,168
2972,Kyuuketsuki Sugu Shinu,Madhouse,TV,Comedy|Supernatural|Vampire|Shounen,2851.0,20133,2021,41833
2973,Maesetsu!,Studio Gokumi|AXsiZ,TV,Comedy|Slice of Life,7797.0,2819,2020,40085
2974,Mitsuboshi Colors,SILVER LINK.,TV,Comedy|Slice of Life|Shounen,1763.0,33778,2018,35078
2975,Yu☆Gi☆Oh! 5D's,Gallop,TV,Action|Game|Shounen,1390.0,81748,2008,3972
2976,Osomatsu-san,Studio Pierrot,TV,Comedy|Parody,1253.0,68330,2015,31174
2977,Akudama Drive,Studio Pierrot,TV,Action|Sci-Fi,633.0,176539,2020,41433
2978,Claymore,Madhouse,TV,Action|Adventure|Fantasy|Supernatural|Demons|Super Power|Shounen,312.0,361088,2007,1818
2979,Hanoka,RAMS,TV,Sci-Fi,10126.0,2069,2006,1812
2980,Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,LIDENFILMS,TV,Adventure|Fantasy,2252.0,123546,2021,40594
2981,Akaneiro ni Somaru Saka,TNK,TV,Comedy|Romance|Ecchi|Harem|School,2461.0,102519,2008,4744
2982,Yatogame-chan Kansatsu Nikki,Creators in Pack|Saetta,TV,Comedy|Slice of Life|School|Shounen,4559.0,14750,2019,37940
2983,Soukou Musume Senki,Studio A-CAT,TV,Action|Fantasy|Military,7659.0,3309,2021,36458
2984,Leadale no Daichi nite,Maho Film,TV,Adventure|Fantasy,2932.0,0,2022,48239
2985,Ookami-san to Shichinin no Nakama-tachi,J.C.Staff,TV,Comedy|Romance|Parody,931.0,159057,2010,7769
2986,Tsugumomo,Zero-G,TV,Action|Comedy|Supernatural|Ecchi|School|Seinen,1723.0,86822,2017,34019
2987,Mayoi Neko Overrun!,AIC,TV,Comedy|Romance|Harem,2372.0,74221,2010,7590
2988,Rurouni Kenshin: Meiji Kenkaku Romantan,Gallop|Studio Deen,TV,Action|Adventure|Comedy|Romance|Historical|Samurai|Shounen,191.0,240494,1996,45
2989,Tasogare Otome x Amnesia,SILVER LINK.,TV,Horror|Mystery|Romance|Supernatural|School|Shounen,539.0,206134,2012,12445
2990,Seitokai Yakuindomo,GoHands,TV,Comedy|Slice of Life|School|Shounen,544.0,258798,2010,8675
2991,Midara na Ao-chan wa Benkyou ga Dekinai,SILVER LINK.,TV,Comedy|Romance|Ecchi|Shounen,1613.0,136867,2019,38778
2992,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,feel.,TV,Comedy|Drama|Romance|Slice of Life|School,72.0,746231,2015,23847
2993,B-gata H-kei,Hal Film Maker,TV,Comedy|Romance|Ecchi|School|Seinen,1120.0,260971,2010,7817
2994,Sin: Nanatsu no Taizai,Artland|TNK,TV,Fantasy|Ecchi,4335.0,51060,2017,33834
2995,Tatakau Shisho: The Book of Bantorra,David Production,TV,Action|Fantasy|Super Power|Seinen,3025.0,17434,2009,6758
2996,Night Head 2041,Shirogumi,TV,Drama|Mystery|Sci-Fi|Supernatural|Psychological,4920.0,7790,2021,43767
2997,Kai Byoui Ramune,Platinum Vision,TV,Comedy|Supernatural|Psychological|Shounen,2359.0,27257,2021,42822
2998,Tsuki to Laika to Nosferatu,Arvo Animation,TV,Sci-Fi|Space|Vampire,1549.0,37150,2021,48471
2999,Kamen no Maid Guy,Madhouse,TV,Action|Comedy|Ecchi|Super Power|Shounen,3138.0,22427,2008,3616
3000,Chi's Sweet Home,Madhouse,TV,Comedy|Slice of Life|Seinen,1579.0,25298,2008,3841
3001,Hamatora The Animation,NAZ,TV,Comedy|Drama|Mystery|Super Power,1022.0,157355,2014,20689
3002,Working!!,A-1 Pictures,TV,Comedy|Romance|Slice of Life|Seinen,380.0,243859,2010,6956
3003,Danchigai,Creators in Pack,TV,Comedy|Slice of Life,2524.0,67097,2015,30127
3004,Shuffle! Memories,asread.,TV,Comedy|Drama|Fantasy|Romance|Ecchi|Harem|School|Seinen,3539.0,32675,2007,1836
3005,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",A-1 Pictures,TV,Action|Adventure|Fantasy|Military,331.0,393173,2016,31637
3006,Juuou Mujin no Fafnir,Diomedéa,TV,Fantasy|Romance|Harem|School,2967.0,91837,2015,24873
3007,"Kumo Desu ga, Nani ka?",Millepensee,TV,Action|Adventure|Comedy|Fantasy|Mystery,875.0,170272,2021,37984
3008,Ergo Proxy,Manglobe,TV,Mystery|Sci-Fi|Psychological,607.0,238911,2006,790
3009,Fate/Zero,ufotable,TV,Action|Fantasy|Supernatural,45.0,940302,2011,10087
3010,Venus Versus Virus,Studio Hibari,TV,Drama|Romance|Supernatural,4701.0,13772,2007,1607
3011,Mieruko-chan,Passione,TV,Comedy|Horror|Supernatural|School,657.0,146373,2021,48483
3012,Peach Boy Riverside,Asahi Production,TV,Fantasy|Shounen,3123.0,53684,2021,42627
3013,Shokugeki no Souma: Ni no Sara,J.C.Staff,TV,Gourmet|Ecchi|School|Shounen,31.0,847101,2016,32282
3014,Arcana Famiglia,J.C.Staff,TV,Action|Fantasy|Romance|Shoujo,2639.0,118241,2012,12967
3015,Prison School,J.C.Staff,TV,Comedy|Romance|Ecchi|School|Seinen,345.0,643962,2015,30240
3016,Sabikui Bisco,OZ,TV,Action|Adventure|Fantasy|Sci-Fi,1976.0,0,2022,48414
3017,Yoake Mae yori Ruriiro na: Crescent Love,Daume,TV,Comedy|Romance|Sci-Fi|School,3086.0,19916,2006,1543
3018,Minami-ke Okawari,asread.,TV,Comedy|Slice of Life|School,1635.0,49097,2008,3225
3019,Choboraunyopomi Gekijou Dai San Maku Ai Mai Mii: Surgical Friends,Seven,TV,Comedy|Slice of Life,6368.0,5366,2017,34295
3020,3D Kanojo: Real Girl 2nd Season,Hoods Entertainment,TV,Romance|School|Shoujo,1188.0,104207,2019,37956
3021,Fortune Arterial: Akai Yakusoku,feel.|Zexcs,TV,Comedy|Romance|Supernatural|School|Vampire,2283.0,78232,2010,8536
3022,Deca-Dence,Nut,TV,Action|Adventure|Sci-Fi,915.0,129506,2020,40056
3023,Tokyo Ravens,8bit,TV,Action|Comedy|Romance|Supernatural|School,620.0,261220,2013,16011
3024,Gantz 2nd Stage,Gonzo,TV,Action|Drama|Horror|Sci-Fi|Supernatural|Ecchi|Psychological,1753.0,118356,2004,395
3025,Skate-Leading☆Stars,J.C.Staff,TV,Comedy|Drama|Sports|School,4700.0,10812,2021,40786
3026,Amatsuki,Studio Deen,TV,Action|Fantasy|Supernatural|Demons|Historical|Shoujo,2580.0,31223,2008,3359
3027,Magatsu Wahrheit: Zuerst,Yokohama Animation Lab,TV,Action|Fantasy,4371.0,11459,2020,37599
3028,Koroshi Ai,Platinum Vision,TV,Action|Romance|Josei,3624.0,0,2022,44516
3029,Rinne no Lagrange,Xebec,TV,Action|Comedy|Sci-Fi|Mecha,2800.0,28165,2012,11227
3030,Servamp,Brain's Base|Platinum Vision,TV,Action|Comedy|Drama|Supernatural|Vampire|Josei,1683.0,131397,2016,31229
3031,Kingdom,Studio Pierrot,TV,Action|Historical|Military|Seinen,1637.0,67247,2012,12031
3032,Kyojinzoku no Hanayome,Studio Hokiboshi,TV,Boys Love|Fantasy|Erotica,6108.0,14231,2020,41466
3033,Okusama ga Seitokaichou!,Seven,TV,Comedy|Romance|Ecchi|School|Shounen,1741.0,179605,2015,28819
3034,Satsuriku no Tenshi,J.C.Staff,TV,Adventure|Horror|Suspense|Psychological,1117.0,298084,2018,35994
3035,The Big O,Sunrise,TV,Action|Mystery|Sci-Fi|Mecha|Psychological,1612.0,41671,1999,567
3036,Machikado Mazoku,J.C.Staff,TV,Comedy|Slice of Life,1136.0,55955,2019,39071
3037,Dame x Prince Anime Caravan,Studio Flad,TV,Adventure|Comedy|Fantasy|Romance,4921.0,9746,2018,35988
3038,Mobile Suit Victory Gundam,Sunrise,TV,Drama|Sci-Fi|Mecha|Military|Space,4379.0,11381,1993,89
3039,Bakuten Shoot Beyblade,Madhouse,TV,Action|Adventure|Comedy|Sports|Kids,2099.0,85561,2001,288
3040,Kodomo no Jikan (TV),Diomedéa,TV,Comedy|Drama|Ecchi|School,2640.0,62782,2007,2403
3041,Dragon Ball Z,Toei Animation,TV,Action|Adventure|Comedy|Fantasy|Martial Arts|Super Power|Shounen,63.0,926193,1989,813
3042,Rozen Maiden (2013),Studio Deen,TV,Action|Comedy|Drama|Seinen,1949.0,40480,2013,18041
3043,Shin Shirayuki-hime Densetsu Prétear,Hal Film Maker,TV,Comedy|Drama|Fantasy|Romance|Super Power|Shoujo,2314.0,36231,2001,100
3044,Kanojo to Kanojo no Neko: Everything Flows,LIDENFILMS|LIDENFILMS Kyoto Studio,TV,Romance|Slice of Life|Psychological,1024.0,64102,2016,32491
3045,Runway de Waratte,Ezόla,TV,Drama|Slice of Life|School|Shounen,1192.0,52749,2020,40392
3046,ID-0,SANZIGEN,TV,Sci-Fi|Mecha|Space,4611.0,10316,2017,33797
3047,Scrapped Princess,Bones,TV,Adventure|Comedy|Drama|Fantasy|Sci-Fi|Mecha|Shounen,1538.0,44601,2003,167
3048,Amanchu!,J.C.Staff,TV,Comedy|Slice of Life|School|Shounen,1996.0,35425,2016,31771
3049,Boys Be...,Hal Film Maker,TV,Comedy|Romance|Slice of Life|Shounen,4719.0,10888,2000,105
3050,Break Blade,Production I.G|Xebec,TV,Action|Fantasy|Mecha|Military|Shounen,1757.0,47632,2014,22433
3051,Hiiro no Kakera,Studio Deen,TV,Fantasy|Romance|Supernatural|Shoujo,2745.0,56861,2012,12461
3052,Hachimitsu to Clover,J.C.Staff,TV,Comedy|Drama|Romance|Slice of Life|Josei,1155.0,87717,2005,16
3053,ēlDLIVE,Studio Pierrot,TV,Action|Sci-Fi|Police|Space|Shounen,4922.0,19722,2017,32878
3054,Gyakkyou Burai Kaiji: Ultimate Survivor,Madhouse,TV,Suspense|Game|Psychological|Seinen,535.0,158864,2007,3002
3055,Seirei Gensouki,TMS Entertainment,TV,Action|Adventure|Drama|Fantasy|Romance|Harem,1265.0,146183,2021,44203
3056,Mob Psycho 100,Bones,TV,Action|Comedy|Slice of Life|Supernatural,13.0,1259108,2016,32182
3057,Nomad: Megalo Box 2,TMS Entertainment,TV,Action|Drama|Sci-Fi|Sports,732.0,66511,2021,40729
3058,Kagewani: Shou,Tomovies,TV,Horror|Mystery|Supernatural|Suspense,4911.0,9493,2016,32682
3059,Nurse Witch Komugi-chan R,Tatsunoko Production,TV,Comedy|Parody,7061.0,4139,2016,31890
3060,Sakugan,Satelight,TV,Adventure|Comedy|Sci-Fi|Mecha,3308.0,21544,2021,38192
3061,Gakuen Alice,Group TAC,TV,Comedy|School|Super Power|Shoujo,1165.0,63511,2004,74
3062,Devilman,Toei Animation,TV,Action|Horror|Supernatural|Demons,5327.0,7700,1972,2252
3063,Chou Futsuu Toshi Kashiwa Densetsu R,Super Normal Studio,TV,Comedy|Fantasy,10383.0,562,2020,40473
3064,Aggressive Retsuko,Fanworks,TV,Comedy|Slice of Life|Music,1190.0,49973,2016,32977
3065,Natsuyuki Rendezvous,Doga Kobo,TV,Drama|Romance|Supernatural|Josei,2057.0,36989,2012,13585
3066,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,Madhouse,TV,Suspense|Game|Psychological|Seinen,1171.0,46529,2005,658
3067,Yama no Susume,8bit,TV,Adventure|Comedy|Slice of Life,2487.0,31716,2013,14355
3068,Touka Gettan,Studio Deen,TV,Drama|Romance|Supernatural,5885.0,4536,2007,2105
3069,Hataraku Saibou (TV),David Production,TV,Comedy|Shounen,204.0,310772,2018,37141
3070,Hokuto no Ken,Toei Animation,TV,Action|Drama|Sci-Fi|Martial Arts|Shounen,1537.0,38095,1984,967
3071,Karin,J.C.Staff,TV,Comedy|Romance|Supernatural|School|Vampire|Shounen,1380.0,116319,2005,469
3072,Cardfight!! Vanguard: overDress,Kinema Citrus|GIFTanimation|Studio Jemi,TV,Comedy|Game,7134.0,2978,2021,42516
3073,Bessatsu Olympia Kyklos,Gosay Studio,TV,Comedy|Slice of Life|Sports|Historical|Seinen,4662.0,4940,2020,41266
3074,Senryuu Shoujo,Connect,TV,Comedy|Slice of Life|School|Shounen,868.0,84276,2019,38787
3075,Shoujo☆Kageki Revue Starlight,Kinema Citrus,TV,Music|School,2182.0,27464,2018,35503
3076,Mai-Otome,Sunrise,TV,Comedy|Drama|Fantasy,2381.0,32469,2005,99
3077,Mobile Fighter G Gundam,Sunrise,TV,Adventure|Comedy|Drama|Romance|Sci-Fi|Sports|Martial Arts|Mecha|Space,1824.0,42299,1994,96
3078,Yami Shibai 8,ILCA|DRAWIZ,TV,Avant Garde|Horror|Supernatural,6817.0,5632,2021,44208
3079,Canvas 2: Niji-iro no Sketch,Zexcs,TV,Comedy|Drama|Romance|Slice of Life,3931.0,14138,2005,694
3080,Simoun,Studio Deen,TV,Drama|Fantasy|Girls Love|Romance|Military,3541.0,12432,2006,879
3081,Chiruran: Nibun no Ichi,LandQ studios,TV,Action|Comedy|Historical,7638.0,3837,2017,34088
3082,New Game!,Doga Kobo,TV,Comedy|Slice of Life|Game,390.0,229584,2016,31953
3083,RDG: Red Data Girl,P.A. Works,TV,Fantasy,2776.0,55857,2013,14921
3084,Mahoutsukai no Yome,Wit Studio,TV,Fantasy|Slice of Life|Shounen,267.0,343137,2017,35062
3085,Beyblade Burst God,OLM,TV,Action|Adventure|Sci-Fi|Sports|Kids,4115.0,8969,2017,34901
3086,iDOLM@STER Xenoglossia,Sunrise,TV,Action|Comedy|Sci-Fi|Mecha,5391.0,7183,2007,1694
3087,Rozen Maiden: Träumend,Nomad,TV,Action|Comedy|Drama|Seinen,1045.0,77070,2005,65
3088,Chio-chan no Tsuugakuro,Diomedéa,TV,Comedy|Seinen,1374.0,53653,2018,35821
3089,Sasameki Koto,AIC,TV,Comedy|Girls Love|Romance|School,2427.0,30090,2009,6203
3090,Baby Steps,Studio Pierrot,TV,Romance|Sports|School|Shounen,722.0,85155,2014,21185
3091,Sidonia no Kishi: Daikyuu Wakusei Seneki,Polygon Pictures,TV,Action|Sci-Fi|Mecha|Space|Seinen,1068.0,76018,2015,24893
3092,Neo Angelique Abyss,Yumeta Company,TV,Comedy|Fantasy|Romance|Harem|Shoujo,3665.0,18686,2008,3615
3093,Goshuushou-sama Ninomiya-kun,AIC Spirits,TV,Comedy|Fantasy|Ecchi|Harem,2591.0,61434,2007,2494
3094,Ookamikakushi,AIC,TV,Action|Horror|Mystery|Supernatural,3702.0,36351,2010,7079
3095,"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken",SILVER LINK.,TV,Comedy|Romance|Ecchi|Harem|School,1626.0,158260,2015,25099
3096,Diabolik Lovers,Zexcs,TV,Harem|School|Vampire|Shoujo,3333.0,220130,2013,17513
3097,Ling Qi 2,Haoliners Animation League,TV,Action|Boys Love|Comedy|Supernatural,2516.0,22081,2018,36522
3098,Tenchi Muyou! GXP,AIC,TV,Action|Comedy|Sci-Fi|Harem|Mecha|Police|Space|Shounen,3346.0,18293,2002,1133
3099,Marmalade Boy,Toei Animation,TV,Comedy|Drama|Romance|Shoujo,2491.0,23399,1994,334
3100,Kiniro no Corda: Blue♪Sky,TYO Animations,TV,Harem|Music|School|Shoujo,4752.0,13076,2014,20971
3101,Hayate no Gotoku! Can't Take My Eyes Off You,Manglobe,TV,Comedy|Harem|Parody|Shounen,2654.0,33210,2012,14653
3102,Kamisama Dolls,Brain's Base,TV,Action|Supernatural|Seinen,2464.0,36821,2011,10372
3103,Asura Cryin' 2,Seven Arcs,TV,Action|Supernatural|Mecha,2058.0,44517,2009,6676
3104,Fumikiri Jikan,EKACHI EPILKA,TV,Comedy|Slice of Life,3777.0,21622,2018,37188
3105,Tiger Mask W,Toei Animation,TV,Action|Drama|Sports|Shounen,4766.0,6766,2016,32881
3106,Natsunagu!,IMAGICA Lab.,TV,Drama|Slice of Life,6214.0,7652,2020,40738
3107,Digimon Universe: Appli Monsters,Toei Animation|Production GoodBook,TV,Action|Adventure|Comedy|Fantasy|Sci-Fi|Kids,5732.0,5093,2016,33314
3108,Selector Spread WIXOSS,J.C.Staff,TV,Game|Psychological,1912.0,48435,2014,24037
3109,Nobunaga the Fool,Satelight,TV,Action|Sci-Fi|Historical|Mecha,3103.0,40390,2014,21177
3110,Detective Conan,TMS Entertainment,TV,Adventure|Comedy|Mystery|Police|Shounen,465.0,0,1996,235
3111,Ryuuou no Oshigoto!,Project No.9,TV,Comedy|Slice of Life|Game,1869.0,89144,2018,35905
3112,Mobile Suit Gundam SEED Destiny,Sunrise,TV,Action|Drama|Romance|Sci-Fi|Mecha|Military|Space,2240.0,75949,2004,94
3113,Noragami Aragoto,Bones,TV,Action|Adventure|Comedy|Supernatural|Shounen,22.0,1038307,2015,30503
3114,Hellsing,Gonzo,TV,Action|Horror|Supernatural|Vampire|Seinen,440.0,423592,2001,270
3115,Psycho-Pass 2,Tatsunoko Production,TV,Action|Sci-Fi|Suspense|Police|Psychological,570.0,404578,2014,23281
3116,Cowboy Bebop,Sunrise,TV,Action|Adventure|Comedy|Drama|Sci-Fi|Space,53.0,893142,1998,1
3117,Happy Sugar Life,Ezόla,TV,Drama|Girls Love|Horror|Psychological|Shounen,1838.0,129753,2018,37517
3118,Mirai Nikki (TV),asread.,TV,Action|Mystery|Supernatural|Suspense|Psychological|Shounen,265.0,1336176,2011,10620
3119,Gundam Build Fighters,Sunrise,TV,Action|Sci-Fi|Mecha,1450.0,43946,2013,19319
3120,Pui Pui Molcar,Shin-Ei Animation,TV,Comedy|Cars|Kids,3274.0,7038,2021,44235
3121,Circlet Princess,SILVER LINK.,TV,Action|Sci-Fi|Sports|School,6874.0,4606,2019,38157
3122,Shirokuma Cafe,Studio Pierrot,TV,Comedy|Slice of Life|Josei,2201.0,16242,2012,12815
3123,Kochouki: Wakaki Nobunaga,Studio Deen,TV,Action|Drama|Historical|Samurai,4848.0,8829,2019,38920
3124,Youkai Apartment no Yuuga na Nichijou,Shin-Ei Animation,TV,Slice of Life|Supernatural,2459.0,26248,2017,35220
3125,Nobunaga Concerto,Fuji TV,TV,Comedy|Romance|Historical|Shounen,2236.0,25239,2014,24135
3126,Mashiro no Oto,Shin-Ei Animation,TV,Drama|Slice of Life|Music|School|Shounen,1100.0,53685,2021,42590
3127,Gatchaman Crowds: Insight,Tatsunoko Production,TV,Adventure|Sci-Fi,2374.0,33443,2015,21039
3128,WIXOSS Diva(A)Live,J.C.Staff,TV,Game,8061.0,2628,2021,41521
3129,Africa no Salaryman (TV),HOTZIPANG,TV,Comedy|Slice of Life,5152.0,7542,2019,39590
3130,Kanamemo,feel.,TV,Comedy|Girls Love|Slice of Life|Ecchi,3353.0,17378,2009,5914
3131,Uta no☆Prince-sama♪ Maji Love Legend Star,A-1 Pictures,TV,Comedy|Romance|Harem|Music|Shoujo,3332.0,20347,2016,31178
3132,Night Head Genesis,Bee Media,TV,Drama|Mystery|Sci-Fi|Supernatural|Psychological,4303.0,10510,2006,1243
3133,Sidonia no Kishi,Polygon Pictures,TV,Action|Sci-Fi|Mecha|Space|Seinen,839.0,128332,2014,19775
3134,Gungrave,Madhouse,TV,Action|Drama|Sci-Fi|Super Power|Seinen,1193.0,77266,2003,267
3135,Midori no Hibi,Studio Pierrot,TV,Comedy|Drama|Romance|Ecchi|Shounen,1269.0,105898,2004,330
3136,Full Metal Panic!,Gonzo,TV,Action|Comedy|Sci-Fi|Mecha|Military,386.0,283855,2002,71
3137,Guraburu!,W-Toon Studio|DMM.futureworks,TV,Adventure|Fantasy,7139.0,4353,2020,41574
3138,Mermaid Melody Pichi Pichi Pitch Pure,Actas|SynergySP,TV,Adventure|Comedy|Romance|Music|Shoujo,2595.0,31098,2004,1110
3139,Binan Koukou Chikyuu Boueibu LOVE! LOVE!,Studio Comet,TV,Comedy|Slice of Life|Parody|School,3707.0,13197,2016,31417
3140,Erementar Gerad,Xebec,TV,Adventure|Comedy|Fantasy|Romance|Super Power|Shounen,1770.0,54408,2005,1250
3141,Francesca,Telecom Animation Film,TV,Comedy|Fantasy,8639.0,1566,2014,22955
3142,Night Wizard,Hal Film Maker,TV,Adventure|Fantasy|Shounen,3780.0,18029,2007,2970
3143,High Score Girl,J.C.Staff,TV,Comedy|Romance|Game|School|Seinen,783.0,135801,2018,21877
3144,Toaru Majutsu no Index III,J.C.Staff,TV,Action|Sci-Fi|Super Power,2013.0,101409,2018,36432
3145,Try Knights,Gonzo|Seven,TV,Sports|School|Josei,8637.0,4670,2019,39527
3146,Knight's & Magic,8bit,TV,Action|Fantasy|Mecha|School,1378.0,144769,2017,34104
3147,Kotoura-san,AIC Classic,TV,Comedy|Drama|Romance|School,903.0,204250,2013,15379
3148,Guilty Crown,Production I.G,TV,Action|Drama|Romance|Sci-Fi|Mecha|Super Power,456.0,710944,2011,10793
3149,Boku no Hero Academia,Bones,TV,Action|Comedy|School|Super Power|Shounen,11.0,2237269,2016,31964
3150,Oh! Super Milk-chan,Studio Pierrot,TV,Action|Comedy|Sci-Fi|Parody,7596.0,2684,2000,1769
3151,Shiroi Suna no Aquatope,P.A. Works,TV,Drama|Slice of Life,1561.0,30164,2021,46093
3152,GetBackers,Studio Deen,TV,Action|Comedy|Drama|Mystery|Supernatural|Super Power|Shounen,1301.0,59564,2002,132
3153,Mushibugyou,Seven Arcs Pictures,TV,Action|Fantasy|Ecchi|Historical|Martial Arts|Samurai|Super Power|Shounen,1982.0,40602,2013,17505
3154,Battle Programmer Shirase,AIC,TV,Comedy|Sci-Fi|Ecchi,3437.0,19706,2003,579
3155,Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2,J.C.Staff,TV,Action|Fantasy|Romance|Military,2102.0,0,2022,49930
3156,Tenka Hyakken: Meiji-kan e Youkoso!,LIDENFILMS,TV,Action|Adventure|Fantasy|Supernatural|Historical|Martial Arts,9298.0,1800,2019,40320
3157,Majutsushi Orphen Hagure Tabi,Studio Deen,TV,Action|Adventure|Drama|Fantasy|Martial Arts,5240.0,22395,2020,37576
3158,ef: A Tale of Memories.,Shaft,TV,Drama|Mystery|Romance,935.0,123500,2007,2924
3159,Uta no☆Prince-sama♪ Maji Love 2000%,A-1 Pictures,TV,Comedy|Romance|Harem|Music|School|Shoujo,1991.0,75301,2013,12711
3160,Tamako Market,Kyoto Animation,TV,Comedy|Slice of Life,618.0,188203,2013,16417
3161,Azur Lane: Bisoku Zenshin!,Yostar Pictures|CANDY BOX,TV,Comedy|Sci-Fi|Slice of Life|Military,2938.0,17403,2021,40930
3162,"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",Zero-G,TV,Comedy|Slice of Life,647.0,91875,2019,38145
3163,Hyakko,Nippon Animation,TV,Comedy|Slice of Life|School,2507.0,23437,2008,4550
3164,Hentatsu (TV),Yaoyorozu,TV,Adventure|Mystery,8901.0,1697,2020,40995
3165,Golden Kamuy 3rd Season,Geno Studio,TV,Action|Adventure|Historical|Seinen,488.0,67564,2020,40059
3166,Najica Dengeki Sakusen,Studio Fantasia,TV,Action|Comedy|Sci-Fi|Ecchi,6205.0,7622,2001,321
3167,"Sono Toki, Kanojo wa.",MASTER LIGHTS,TV,Drama|Romance,7573.0,3973,2018,38251
3168,Toaru Kagaku no Railgun T,J.C.Staff,TV,Action|Sci-Fi|Super Power,560.0,82013,2020,38481
3169,Bungou Stray Dogs 3rd Season,Bones,TV,Action|Mystery|Supernatural|Super Power|Seinen,129.0,317533,2019,38003
3170,Asobi Asobase,Lerche,TV,Comedy|School|Seinen,397.0,212231,2018,37171
3171,"Kono Naka ni Hitori, Imouto ga Iru!",Studio Gokumi,TV,Comedy|Mystery|Romance|Ecchi|Harem|School,2153.0,123681,2012,13367
3172,Nobunaga-sensei no Osanazuma,Seven,TV,Comedy|Romance|Ecchi|Harem|School,5402.0,37586,2019,38814
3173,Death March kara Hajimaru Isekai Kyousoukyoku,SILVER LINK.|Connect,TV,Adventure|Fantasy|Harem,1534.0,307543,2018,34497
3174,Teekyuu 3,MAPPA,TV,Comedy|Sports|School|Shounen,3430.0,19332,2013,20473
3175,Chuubyou Gekihatsu Boy,Studio Deen,TV,Comedy|School,3801.0,16198,2019,38390
3176,Zetman,TMS Entertainment,TV,Action|Drama|Horror|Romance|Sci-Fi|Supernatural|Seinen,2195.0,72437,2012,11837
3177,Devil May Cry,Madhouse,TV,Action|Fantasy|Demons,1282.0,197593,2007,1726
3178,Fruits Basket,Studio Deen,TV,Comedy|Drama|Romance|Slice of Life|Supernatural|Shoujo,434.0,336451,2001,120
3179,Ginga Kikoutai Majestic Prince,Doga Kobo|Orange,TV,Action|Sci-Fi|Mecha|School|Space|Seinen,2472.0,26620,2013,15863
3180,Binzume Yousei,Xebec,TV,Comedy|Fantasy|Slice of Life,4947.0,9292,2003,348
3181,Angolmois: Genkou Kassenki,NAZ,TV,Action|Drama|Historical|Military|Samurai,2353.0,27658,2018,35834
3182,Tegamibachi,Studio Pierrot,TV,Adventure|Fantasy|Supernatural|Shounen,1427.0,50868,2009,6444
3183,Nekojiru Gekijou Jirujiru Original,,TV,Action|Comedy,5699.0,5898,1999,1062
3184,Garo: Vanishing Line,MAPPA,TV,Action|Fantasy|Supernatural|Demons,2513.0,23224,2017,36144
3185,Tensai Ouji no Akaji Kokka Saisei Jutsu,Yokohama Animation Lab,TV,Comedy|Fantasy,2002.0,0,2022,47159
3186,Wizard Barristers: Benmashi Cecil,Arms,TV,Action|Fantasy|Mecha|Police,4287.0,26030,2014,20053
3187,Zankyou no Terror,MAPPA,TV,Mystery|Suspense|Psychological,149.0,655060,2014,23283
